question_id,chunk_size,rank,paper_id,dataset,chunk_id,page_start,page_end,word_count,bm25_score,is_relevant_paper,is_relevant_page,text
Q10,400,3,p5_rag_eval,p5_rag_eval_400,4,4,6,400,14.075653,True,False,"for introducing and comparing the RAG benchmarks. Evaluation of Retrieval-Augmented Generation: A Survey Fig. 2: The Target modular of the Auepora. 3.1 Evaluation Target (What to Evaluate?) The combination of EOs and GTs in the RAG system can generate all possible targets, which is the fundamental concept of the Auepora (as shown in Figure 1). Once iden- tified, these targets can be defined based on a specific pair of EOs or EO with GT, as illustrated in Figure 2, and used to analyze all aspects of current RAG benchmarks. Retrieval The EOs are the relevant documents for evaluating the retrieval component depending on the query. Then we can construct two pairwise relationships for the re- trieval component, which are Relevant Documents ↔Query, Relevant Documents ↔ Documents Candidates. - Relevance (Relevant Documents ↔Query) evaluates how well the retrieved docu- ments match the information needed expressed in the query. It measures the preci- sion and specificity of the retrieval process. - Accuracy (Relevant Documents ↔Documents Candidates) assesses how accurate the retrieved documents are in comparison to a set of candidate documents. It is a measure of the system’s ability to identify and score relevant documents higher than less relevant or irrelevant ones. Generation The similar pairwise relations for the generation components are listed below. The EOs are the generated text and phrased structured content. Then we need to compare these EOs with the provided GTs and labels. - Relevance (Response ↔Query) measures how well the generated response aligns with the intent and content of the initial query. It ensures that the response is related to the query topic and meets the query’s specific requirements. - Faithfulness (Response ↔Relevant Documents) evaluates if the generated re- sponse accurately reflects the information contained within the relevant documents and measures the consistency between generated content and the source documents. - Correctness (Response ↔Sample Response) Similar to the accuracy in the re- trieval component, this measures the accuracy of the generated response against a sample response, which serves as a ground truth. It checks if the response is correct in terms of factual information and appropriate in the context of the query. Hao Yu, Aoran Gan, Kai Zhang, Shiwei Tong†, Qi Liu, and Zhaofeng Liu The targets of Retrieval and Generation components are introduced. Table 1 lists the relative work on improving and evaluating RAG and its benchmarks cut off in June Table 1: The evaluating targets"
Q10,400,4,p5_rag_eval,p5_rag_eval_400,11,11,12,400,12.244713,True,False,"ensure the practical applicability of RAG systems in real-world scenarios aligned with human preference. This section delves into the metrics used for evaluating these additional requirements, highlighting their significance in the comprehensive assessment of RAG systems. Latency measures the time taken by the RAG system to finish the response of one query. It is a critical factor for user experience, especially in interactive applications such as chatbots or search engines [20]. Single Query Latency: The mean time is taken to process a single query, including both retrieval and generating phases. Hao Yu, Aoran Gan, Kai Zhang, Shiwei Tong†, Qi Liu, and Zhaofeng Liu Diversity evaluates the variety and breadth of information retrieved and generated by the RAG system. It ensures that the system can provide a wide range of perspec- tives and avoid redundancy in responses [4]. Cosine Similarity / Cosine Distance: The cosine similarity/distance calculates embeddings of retrieved documents or generated responses. [30] Lower cosine similarity scores indicate higher diversity, suggesting that the system can retrieve or generate a broader spectrum of information. Noise Robustness measures the RAG system’s ability to handle irrelevant or mis- leading information without compromising the quality of the response [38]. The metrics Misleading Rate and Mistake Reappearance Rate are described in [38], providing de- tailed descriptions tailored to the specific dataset and experimental setup. [58] Negative Rejection evaluates the system’s capability to withhold responses when the available information is insufficient or too ambiguous to provide an accurate answer [6]. Rejection Rate: The rate at which the system refrains from generating a response. Counterfactual Robustness Counterfactual robustness assesses the system’s abil- ity to identify and disregard incorrect or counterfactual information within the retrieved documents [39]. Error Detection Rate: The ratio of counterfactual statements detected in retrieved information. 4 Discussion For RAG systems, traditional Question Answering (QA) datasets and metrics remain a common format for interaction. [14,49,38,6,61,62,58,66] While these provide a ba- sic verification of RAG’s capabilities, it becomes challenging to distinguish the impact of retrieval components when faced with strong Language Models (LLMs) capable of excelling in QA benchmarks. To comprehensively evaluate the performance of entire RAG systems, there is a need for diverse and RAG-specific benchmarks. Several papers offer guidance on improving QA format benchmarks, including variations in question types: from simple Wikipedia filling questions to multi-hop [52], multi-document ques- tions [66] and single-round to multi-round dialogue [39,58]. For answers, aspects such as structural"
Q10,400,5,p5_rag_eval,p5_rag_eval_400,2,3,4,400,11.214045,True,False,"For this paper, we contribute in the following aspects: 1. Challenge of Evaluation: This is the first work that summarizes and classifies the challenges in evaluating RAG systems through the structure of RAG systems, including three parts retrieval, generation, and the whole system. 2. Analysis Framework: In light of the challenges posed by RAG systems, we intro- duce an analytical framework, referred to as A Unified Evaluation Process of RAG (Auepora), which aims to elucidate the unique complexities inherent to RAG sys- tems and guide for readers to comprehend the effectiveness of RAG benchmarks across various dimensions 3. RAG Benchmark Analysis: With the help of Auepora, we comprehensively an- alyze existing RAG benchmarks, highlighting their strengths and limitations and proposing recommendations for future developments in RAG system evaluation. 2 Challenges in Evaluating RAG Systems Evaluating hybrid RAG systems entails evaluating retrieval, generation and the RAG system as a whole. These evaluations are multifaceted, requiring careful consideration and analysis. Each of them encompasses specific difficulties that complicate the devel- opment of a comprehensive evaluation framework and benchmarks for RAG systems. Retrieval The retrieval component is critical for fetching relevant information that in- forms the generation process. One primary challenge is the dynamic and vast nature of potential knowledge bases, ranging from structured databases to the entire web. This vastness requires evaluation metrics that can effectively measure the precision, recall, and relevance of retrieved documents in the context of a given query [52,32]. More- over, the temporal aspect of information, where the relevance and accuracy of data can change over time, adds another layer of complexity to the evaluation process [6]. Addi- tionally, the diversity of information sources and the possibility of retrieving misleading or low-quality information pose significant challenges in assessing the effectiveness of filtering and selecting the most pertinent information [39]. The traditional evaluation indicators for retrieval, such as Recall and Precision, cannot fully capture the nuances of RAG retrieval systems, necessitating the development of more nuanced and task- specific evaluation metrics [49]. Hao Yu, Aoran Gan, Kai Zhang, Shiwei Tong†, Qi Liu, and Zhaofeng Liu Generation The generation component, powered by LLMs, produces coherent and contextually appropriate responses based on the retrieved content. The challenge here lies in evaluating the faithfulness and accuracy of the generated content to the input data. This involves not only assessing the factual correctness of responses but also their relevance to the original query"
Q11,400,1,p5_rag_eval,p5_rag_eval_400,1,2,3,400,9.757076,False,False,"these indexes to fetch relevant documents on the user’s query, often incorporating the op- tional rerankers [4,39,6,52] to refine the ranking of the retrieved documents. The gener- ation component utilizes the retrieved content and question query to formulate coherent and contextually relevant responses with the prompting and inferencing phases. As the “Emerging” ability [59] of LLMs and the breakthrough in aligning human commands [42], LLMs are the best performance choices model for the generation stage. Prompt- ing methods like Chain of Thought (CoT) [60], Tree of Thgouht [65], Rephrase and Respond (RaR) [8] guide better generation results. In the inferencing step, LLMs inter- pret the prompted input to generate accurate and in-depth responses that align with the query’s intent and integrate the extracted information [35,9] without further finetuning, such as fully finetuning [16,1,67,68] or LoRA [21]. Appendix A details the complete RAG structure. Figure 1 illustrates the structure of the RAG systems as mentioned. Fig. 1: The structure of the RAG system with retrieval and generation components and corresponding four phrases: indexing, search, prompting and inferencing. The pairs of “Evaluable Outputs” (EOs) and “Ground Truths” (GTs) are highlighted in read frame and green frame, with brown dashed arrows. The importance of evaluating RAG is increasing in parallel with the advancement of RAG-specific methodologies. On the one hand, RAG is a complex system intricately tied to specific requirements and language models, resulting in various evaluation meth- ods, indicators, and tools, particularly given the black-box LLM generation. Evaluating RAG systems involves specific components and the complexity of the overall system assessment. On the other hand, the complexity of RAG systems is further compounded Evaluation of Retrieval-Augmented Generation: A Survey by the external dynamic database and the various downstream tasks, such as content creation or open domain question answering [16,70]. These challenges necessitate the development of comprehensive evaluation metrics that can effectively capture the in- terplay between retrieval accuracy and generative quality [2,7]. To clarify the elements further, we try to address the current gaps in the area, which differs from the prior RAG surveys [74,16,24] that predominantly collected specific RAG methods or data. We have compiled 12 distinct evaluation frameworks, encompassing a range of aspects of the RAG system. Following the procedure of making benchmarks, we analyze through tar- gets, datasets and metrics mentioned in these benchmarks and summarize them into A Unified Evaluation Process of RAG (Auepora) as three corresponding phases."
Q11,400,2,p6_rag_survey,p6_rag_survey_400,0,1,1,400,8.782959,True,True,"Retrieval-Augmented Generation for AI-Generated Content: A Survey Penghao Zhao∗, Hailin Zhang∗, Qinhan Yu, Zhengren Wang, Yunteng Geng, Fangcheng Fu†, Ling Yang, Wentao Zhang†, Jie Jiang, Bin Cui† Abstract—Advancements in model algorithms, the growth of foundational models, and access to high-quality datasets have propelled the evolution of Artificial Intelligence Generated Con- tent (AIGC). Despite its notable successes, AIGC still faces hurdles such as updating knowledge, handling long-tail data, mitigating data leakage, and managing high training and infer- ence costs. Retrieval-Augmented Generation (RAG) has recently emerged as a paradigm to address such challenges. In partic- ular, RAG introduces the information retrieval process, which enhances the generation process by retrieving relevant objects from available data stores, leading to higher accuracy and better robustness. In this paper, we comprehensively review existing efforts that integrate RAG techniques into AIGC scenarios. We first classify RAG foundations according to how the retriever augments the generator, distilling the fundamental abstrac- tions of the augmentation methodologies for various retrievers and generators. This unified perspective encompasses all RAG scenarios, illuminating advancements and pivotal technologies that help with potential future progress. We also summarize additional enhancements methods for RAG, facilitating effective engineering and implementation of RAG systems. Then from another view, we survey on practical applications of RAG across different modalities and tasks, offering valuable references for researchers and practitioners. Furthermore, we introduce the benchmarks for RAG, discuss the limitations of current RAG systems, and suggest potential directions for future research. Github: https://github.com/PKU-DAIR/RAG-Survey. Index Terms—Retrieval-augmented generation, AI-generated content, generative models, information retrieval. I. INTRODUCTION A. Background Recent years have witnessed the surge in interests surround- ing Artificial Intelligence Generated Content (AIGC). Various content generation tools have been meticulously crafted to produce diverse outputs across various modalities, such as [3] and the LLAMA series [4]–[6] for texts and codes, DALL- E [7]–[9] and Stable Diffusion [10] for images, and Sora [11] for videos. The word “AIGC” emphasizes that the contents are produced by advanced generative models other than human beings or rule-based approaches. These generative models have achieved remarkable performance due to the utilization of ∗Both authors contributed equally to this research. † Corresponding authors. • Penghao Zhao, Hailin Zhang, Qinhan Yu, Zhengren Wang, Yunteng Geng, Fangcheng Fu, Ling Yang, Wentao Zhang and Bin Cui are with Peking University (e-mail: penghao.zhao@stu.pku.edu.cn, z.hl@pku.edu.cn, yuqinhan@stu.pku.edu.cn, wzr@stu.pku.edu.cn, 1800012997@pku.edu.cn, ccchengff@pku.edu.cn, yangling0818@163.com, wentao.zhang@pku.edu.cn, bin.cui@pku.edu.cn). • Jie Jiang is with Tencent Inc. (email: zeus@tencent.com) novel model algorithms, explosive"
Q11,400,3,p5_rag_eval,p5_rag_eval_400,3,4,4,400,8.057468,False,False,"and the coherence of the generated text [75,49]. The subjective nature of certain tasks, such as creative content generation or open-ended question answering, further complicates the evaluation, as it introduces variability in what constitutes a “correct” or “high-quality” response [48]. RAG System as a Whole Evaluating the whole RAG system introduces additional com- plexities. The interplay between the retrieval and generation components means that the entire system’s performance cannot be fully understood by evaluating each com- ponent in isolation [49,14]. The system needs to be assessed on its ability to leverage retrieved information effectively to improve response quality, which involves measur- ing the added value of the retrieval component to the generative process. Furthermore, practical considerations such as response latency and the ability to handle ambiguous or complex queries are also crucial for evaluating the system’s overall effectiveness and usability [39,6]. Conclusion Evaluating the target shift from traditional absolute numeric metrics to multi-source and multi-target generation evaluation, along with the intricate interplay between retrieval and generation components, poses significant challenges. [5,50] Searches in a dynamic database may lead to misleading results or contradict the facts. Diverse and comprehensive datasets that accurately reflect real-world scenarios are crucial. Chal- lenges also arise in the realm of metrics, encompassing generative evaluation criteria for distinct downstream tasks, human preferences, and practical considerations within the RAG system. Most prior benchmarks predominantly tackle one or several aspects of the RAG assessment but lack a comprehensive, holistic analysis. 3 A Unified Evaluation Process of RAG (Auepora) To facilitate a deeper understanding of RAG benchmarks, we introduce A Unified Eval- uation Process of RAG (Auepora), which focuses on three key questions of benchmarks: What to Evaluate? How to Evaluate? How to Measure? which correlated to Target, Dataset, and Metric respectively. We aim to provide a clear and accessible way for readers to comprehend the complexities and nuances of RAG benchmarking. The Target module is intended to determine the evaluation direction. The Dataset module facilitates the comparison of various data constructions in RAG benchmarks. The final module, Metrics, introduces the metrics that correspond to specific targets and datasets used during evaluation. Overall, it is designed to provide a systematic method- ology for assessing the effectiveness of RAG systems across various aspects by covering all possible pairs at the beginning between the “Evaluable Outputs” (EOs) and “Ground Truths” (GTs). In the following section, we will explain thoroughly Aueporaand utilize it"
Q11,400,4,p5_rag_eval,p5_rag_eval_400,0,1,2,400,8.050929,False,False,"Evaluation of Retrieval-Augmented Generation: A Survey Hao Yu1,2, Aoran Gan3, Kai Zhang3, Shiwei Tong1†, Qi Liu3, and Zhaofeng Liu1 1 Tencent Company 2 McGill University 3 State Key Laboratory of Cognitive Intelligence, University of Science and Technology of China hao.yu2@mail.mcgill.ca gar@mail.ustc.edu.cn {shiweitong†,zhaofengliu}@tencent.com {kkzhang08,qiliuql}@ustc.edu.cn Abstract. Retrieval-Augmented Generation (RAG) has recently gained traction in natural language processing. Numerous studies and real-world applications are leveraging its ability to enhance generative models through external informa- tion retrieval. Evaluating these RAG systems, however, poses unique challenges due to their hybrid structure and reliance on dynamic knowledge sources. To better understand these challenges, we conduct A Unified Evaluation Process of RAG (Auepora) and aim to provide a comprehensive overview of the evaluation and benchmarks of RAG systems. Specifically, we examine and compare several quantifiable metrics of the Retrieval and Generation components, such as rele- vance, accuracy, and faithfulness, within the current RAG benchmarks, encom- passing the possible output and ground truth pairs. We then analyze the various datasets and metrics, discuss the limitations of current benchmarks, and suggest potential directions to advance the field of RAG benchmarks. Introduction Retrieval-Augmented Generation (RAG) [34] efficiently enhances the performance of generative language models through integrating information retrieval techniques. It ad- dresses a critical challenge faced by standalone generative language models: the ten- dency to produce responses that, while plausible, may not be grounded in facts. By retrieving relevant information from external sources, RAG significantly reduces the incidence of hallucinations [23] or factually incorrect outputs, thereby improving the content’s reliability and richness. [73] This fusion of retrieval and generation capabil- ities enables the creation of responses that are not only contextually appropriate but also informed by the most current and accurate information available, making RAG a development in the pursuit of more intelligent and versatile language models [73,64]. † Corresponding Author Paper Homepage: https://github.com/YHPeter/Awesome-RAG-Evaluation arXiv:2405.07437v2 [cs.CL] 3 Jul 2024 Hao Yu, Aoran Gan, Kai Zhang, Shiwei Tong†, Qi Liu, and Zhaofeng Liu Numerous studies of RAG systems have emerged from various perspectives since the advent of Large Language Models (LLMs) [55,45,59,42,41,69,16]. The RAG sys- tem comprises two primary components: Retrieval and Generation. The retrieval com- ponent aims to extract relevant information from various external knowledge sources. It involves two main phases, indexing and searching. Indexing organizes documents to facilitate efficient retrieval, using either inverted indexes for sparse retrieval or dense vector encoding for dense retrieval [16,12,28]. The searching component utilizes"
Q11,400,5,p8_colbert,p8_colbert_400,4,3,3,400,7.572408,False,False,"as well as embedding-based similarities for ranking. Introduced in 2018, ConvKNRM learns to match n- grams in the query and the document. Lastly, fastText+ConvKNRM (abbreviated fT+ConvKNRM) tackles the absence of rare words from typical word embeddings lists by adopting sub-word token embeddings. In 2018, Zamani et al. [41] introduced SNRM, a representation- focused IR model that encodes each query and each document as a single, sparse high-dimensional vector of “latent terms”. By pro- ducing a sparse-vector representation for each document, SNRM is able to use a traditional IR inverted index for representing docu- ments, allowing fast end-to-end retrieval. Despite highly promising results and insights, SNRM’s eﬀectiveness is substantially outper- formed by the state of the art on the datasets with which it was evaluated (e.g., see [18, 38]). While SNRM employs sparsity to al- low using inverted indexes, we relax this assumption and compare a (dense) BERT-based representation-focused model against our late-interaction ColBERT in our ablation experiments in §4.4. For a detailed overview of existing neural ranking models, we refer the readers to two recent surveys of the literature [8, 21]. Language Model Pretraining for IR. Recent work in NLU emphasizes the importance pre-training language representation models in an unsupervised fashion before subsequently ﬁne-tuning them on downstream tasks. A notable example is BERT [5], a bi- directional transformer-based language model whose ﬁne-tuning advanced the state of the art on various NLU benchmarks. Nogueira et incorporating such LMs (mainly BERT, but also ELMo [29]) on dif- ferent ranking datasets. As illustrated in Figure 2 (c), the common approach (and the one adopted by Nogueira et al. on MS MARCO and TREC CAR) is to feed the query–document pair through BERT and use an MLP on top of BERT’s [CLS] output token to produce a relevance score. Subsequent work by Nogueira et al. [27] introduced duoBERT, which ﬁne-tunes BERT to compare the relevance of a pair of documents given a query. Relative to their single-document BERT, this gives duoBERT a 1% MRR@10 advantage on MS MARCO while increasing the cost by at least 1.4×. BERT Optimizations. As discussed in §1, these LM-based rankers can be highly expensive in practice. While ongoing ef- forts in the NLU literature for distilling [14, 33], compressing [40], and pruning [19] BERT can be instrumental in narrowing this gap, Query Document Query Encoder, fQ Document Encoder, fD MaxSim MaxSim MaxSim score Offline Indexing q and a document"
Q12,400,1,p7_realm,p7_realm_400,7,5,5,400,14.518456,True,False,"While asynchronous refreshes can be used for both pre- training and ﬁne-tuning, in our experiments we only use it for pre-training. For ﬁne-tuning, we just build the MIPS in- dex once (using the pre-trained θ) for simplicity and do not update Embeddoc.3 Note that we still ﬁne-tune Embedinput, so the retrieval function is still updated from the query side. What does the retriever learn? Since the knowledge re- trieval of REALM is latent, it is not obvious how the train- ing objective encourages meaningful retrievals. Here, we show how it rewards retrievals that improve prediction ac- curacy. For a given query x and document z, recall that f(x, z) is the “relevance score” that the knowledge retriever assigns to document z. We can see how a single step of gradient descent during REALM pre-training alters this score by an- alyzing the gradient with respect to the parameters of the knowledge retriever, θ: ∇log p(y | x) = X z∈Z r(z)∇f(x, z) r(z) = p(y | z, x) p(y | x) −1  p(z | x). For each document z, the gradient encourages the retriever to change the score f(x, z) by r(z) — increasing if r(z) is positive, and decreasing if negative. The multiplier r(z) is positive if and only if p(y | z, x) > p(y | x). The term p(y | z, x) is the probability of predicting the correct output y when using document z. The term p(y | x) is the expected value of p(y | x, z) when randomly sampling a document from p(z | x). Hence, document z receives a positive up- date whenever it performs better than expected. 3This works because pre-training already yields a good Embeddoc function. However, it is possible that refreshing the in- dex would further improve performance. 3.4. Injecting inductive biases into pre-training In the process of developing REALM, we discovered sev- eral additional strategies that further guide the model to- wards meaningful retrievals, described below. Salient span masking During REALM pre-training, we want to focus on examples x that require world knowledge to predict the masked tokens. As explained in Section 2, some MLM spans only require local context. To focus on problems that require world knowledge, we mask salient spans such as “United Kingdom” or “July 1969”. We use a BERT-based tagger trained on CoNLL-2003 data (Sang & De Meulder, 2003) to identify named entities, and a"
Q12,400,2,p7_realm,p7_realm_400,8,5,6,400,13.572248,True,False,"regular expression to identify dates. We select and mask one of these salient spans within a sentence for the masked language modeling task. We show that this signiﬁcantly Null document Even with salient span masking, not all masked tokens require world knowledge to predict. We model this by adding an empty null document ∅to the top k retrieved documents, allowing appropriate credit to be as- signed to a consistent sink when no retrieval is necessary. Prohibiting trivial retrievals If the pre-training corpus X and the knowledge corpus Z are the same, there exists a trivial retrieval candidate z that is too informative: if the masked sentence x comes from document z, the knowledge augmented encoder can trivially predict y by looking at the unmasked version of x in z. This results in a large positive gradient for p(z | x). If this occurs too often, the knowledge retriever ends up learning to look for exact string matches between x and z, which does not capture other forms of relevance. For this reason, we exclude this trivial candidate during pre-training. Initialization At the beginning of training, if the retriever does not have good embeddings for Embedinput(x) and Embeddoc(z), the retrieved documents z will likely be unre- lated to x. This causes the knowledge augmented encoder to learn to ignore the retrieved documents. Once this oc- curs, the knowledge retriever does not receive a meaning- ful gradient and cannot improve, creating a vicious cycle. To avoid this cold-start problem, we warm-start Embedinput and Embeddoc using a simple training objective known as the Inverse Cloze Task (ICT) where, given a sentence, the model is trained to retrieve the document where that sen- tence came from. We defer to Lee et al. (2019) for de- tails. For the knowledge-augmented encoder, we warm- start it with BERT pre-training—speciﬁcally, the uncased BERT-base model (12 layers, 768 hidden units, 12 atten- tion heads). REALM: Retrieval-Augmented Language Model Pre-Training 4. Experiments We now evaluate our approach on the Open-QA task. In this section, we describe in detail the benchmarks used and the different approaches to which we compare empirically. 4.1. Open-QA Benchmarks A number of benchmarks have been proposed for Open- QA. In this work, we focus on datasets where the ques- tion writers did not already know the answer. This yields questions that reﬂect more realistic information-seeking needs, and also avoids artifacts that can arise if the"
Q12,400,3,p7_realm,p7_realm_400,3,2,3,400,12.979305,True,True,"need a downstream task where world knowledge is criti- cal. Perhaps one of the most knowledge-intensive tasks in natural language processing is open-domain question an- swering (Open-QA): given a question x such as “What is the currency of the UK?”, a model must output the correct answer string y, “pound”. The “open” part of Open- QA refers to the fact that the model does not receive a pre- identiﬁed document that is known to contain the answer, unlike traditional reading comprehension (RC) tasks such as SQuAD (Rajpurkar et al., 2016; 2018). While RC mod- 1We use the term “document” loosely to refer to a passage from the knowledge corpus, not necessarily a whole article. 2Strictly speaking, MLM is not a standard language model, since it does not deﬁne a distribution over the entire sequence of tokens. In the paper we sometimes abuse the term “language model” slightly to make the phrase shorter. REALM: Retrieval-Augmented Language Model Pre-Training els comprehend a single document, Open-QA models must retain knowledge from millions of documents, since a ques- tion could be about any of them. We focus on Open-QA systems that utilize a textual knowl- edge corpus Z as the knowledge source. Many of these systems employ a retrieval-based approach: given a ques- tion x, retrieve potentially relevant documents z from the corpus Z, and then extract an answer y from the documents (Brill et al., 2002; Chen et al., 2017; Lee et al., 2019). Our approach, REALM, is inspired by this paradigm and extends it to language model pre-training. Alternatively, some recent work has proposed generation- based systems that apply a sequence-to-sequence model on x to directly generate y token-by-token (Lewis et al., 2019; Raffel et al., 2019). We will compare against state-of-the- art systems from both paradigms in our experiments. 3. Approach We start by formalizing REALM’s pre-training and ﬁne- tuning tasks as a retrieve-then-predict generative process architectures for each component of that process. In Sec- and ﬁne-tuning by maximizing the likelihood of REALM’s generative process. En route, we address important compu- tational challenges, explain why training works, and also discuss strategies for injecting useful inductive biases. The overall framework is illustrated in Figure 2. 3.1. REALM’s generative process For both pre-training and ﬁne-tuning, REALM takes some input x and learns a distribution p(y | x) over possible out- puts y. For pre-training, the task is masked language mod- eling: x is"
Q12,400,4,p7_realm,p7_realm_400,12,7,8,400,10.922249,True,False,"smaller. It is also important to note that T5 accesses additional reading comprehension data from SQuAD during its pre-training (100,000+ examples). Access to such data could also beneﬁt REALM, but was not used in our experiments. Among all systems, the most direct comparison with REALM is ORQA (Lee et al., 2019), where the ﬁne-tuning setup, hyperparameters and training data are identical. The improvement of REALM over ORQA is purely due to bet- ter pre-training methods. The results also indicate that our method of pre-training can be applied both on (1) the single- corpus setting (X = Wikipedia, Z = Wikipedia), or (2) the separate-corpus setting (X = CC-News, Z = Wikipedia). Compared to other retrieval-based systems (Asai et al., 2019; Min et al., 2019a;b) which often retrieve from 20 to 80 documents, our system gets the overall best performance while only retrieving 5 documents. 4.5. Analysis In Table 2 we present results for NaturalQuestions-Open after ablating critical components of REALM. In addition to the end-to-end results, we also report how often the gold answer appears in the top-5 retrievals before applying any ﬁne-tuning. The latter metric more signiﬁcantly isolates the contribution of improving the retriever during pre-training. REALM: Retrieval-Augmented Language Model Pre-Training Table 3. An example where REALM utilizes retrieved documents to better predict masked tokens. It assigns much higher probability (0.129) to the correct term, “Fermat”, compared to BERT. (Note that the blank corresponds to 3 BERT wordpieces.) x: An equilateral triangle is easily constructed using a straightedge and compass, because 3 is a prime. (a) BERT p(y = “Fermat” | x) = 1.1 × 10−14 (No retrieval.) (b) REALM p(y = “Fermat” | x, z) = 1.0 (Conditional probability with document z =“257 is . . . a Fermat prime. Thus a regular polygon with 257 sides is constructible with compass . . . ”) (c) REALM p(y = “Fermat” | x) = 0.129 Encoder or Retriever We ﬁrst aim to determine whether REALM pre-training improves the retriever or the encoder, or both. To do so, we can reset the parameters of either the retriever or the encoder to their baseline state before REALM pre-training, and feed that into ﬁne-tuning. Reset- ting both the retriever and encoder reduces the system to our main baseline, ORQA. We ﬁnd that both the encoder and retriever beneﬁt from REALM training separately, but the best result requires both components acting in unison."
Q12,400,5,p6_rag_survey,p6_rag_survey_400,6,4,5,400,10.685422,False,False,"dense representations are usually computed with metrics such as cosine, inner product, L2-distance. During training, dense retrieval uses contrastive learning to increase the similarity of positive samples and decrease that of negative ones. Several hard negative techniques [71] have been proposed to further enhance model quality. For efficient searching during inference, ANN methods are employed. Various indices are developed to serve ANN search, including tree [72], [73], locality sensitive hashing [74], neighbor graph indices (e.g., HNSW [75], DiskANN [76]), and combined graph and inverted indices (e.g., SPANN [22]). 3) Others: In addition to sparse retrieval and dense re- trieval, there are alternative methods for retrieving relevant objects [77], [78]. Instead of calculating representations, some research works directly use the edit distance between natural language texts [79] or abstract syntax trees (AST) of code snip- pets [80], [81]. In knowledge graphs, entities are connected by relations, serving as a pre-built index for retrieval. Thus, RAG methods utilizing knowledge graphs can employ k-hop neighbor searches for retrieval [82], [83]. Another retrieval method is Named Entity Recognition (NER) [84], where the query is the input and the entities act as keys. III. METHODOLOGIES In this section, we first introduce foundational paradigms of RAG, and then outline enhancement methods that further improve the effectiveness. A. RAG Foundations Based on how the retriever augments the generator, we 1) Query-based RAG: Stemming from the idea of prompt augmentation, query-based RAG seamlessly integrates the user’s query with insights from retrieved information, feeding it directly into the initial stage of the generator’s input. This method is prevalent in RAG applications. Post-retrieval, the obtained content is merged with the user’s original query to form a composite input, which is then processed by the generator to create a response. Query-based RAG is widely employed across various modalities. For text generation, REALM [33] employs a dual-BERT framework to streamline knowledge retrieval and integra- tion, marrying pre-trained models with knowledge extractors. Lewis et al. [34] leveraged DPR for information retrieval and employs BART as the generator to effectively enhance the generation. SELF-RAG [85] utilizes a critique module to determine whether the retrieval is required. In addition to being compatible with local generators, query-based RAG is also applicable to scenarios that use LLM through API calls. RE- PLUG [86] follows this methodology by treating the language Fig. 3: Taxonomy of RAG foundations. model as a “black box”, and effectively integrates relevant external documents"
Q13,400,1,p8_colbert,p8_colbert_400,0,1,1,400,12.885503,True,True,"ColBERT: Eﬀicient and Eﬀective Passage Search via Contextualized Late Interaction over BERT Omar Khatab Stanford University okhatab@stanford.edu Matei Zaharia Stanford University matei@cs.stanford.edu ABSTRACT Recent progress in Natural Language Understanding (NLU) is driv- ing fast-paced advances in Information Retrieval (IR), largely owed to ﬁne-tuning deep language models (LMs) for document ranking. While remarkably eﬀective, the ranking models based on these LMs increase computational cost by orders of magnitude over prior ap- proaches, particularly as they must feed each query–document pair through a massive neural network to compute a single relevance score. To tackle this, we present ColBERT, a novel ranking model that adapts deep LMs (in particular, BERT) for eﬃcient retrieval. ColBERT introduces a late interaction architecture that indepen- dently encodes the query and the document using BERT and then employs a cheap yet powerful interaction step that models their ﬁne-grained similarity. By delaying and yet retaining this ﬁne- granular interaction, ColBERT can leverage the expressiveness of deep LMs while simultaneously gaining the ability to pre-compute document representations oﬄine, considerably speeding up query processing. Beyond reducing the cost of re-ranking the documents retrieved by a traditional model, ColBERT’s pruning-friendly in- teraction mechanism enables leveraging vector-similarity indexes for end-to-end retrieval directly from a large document collection. We extensively evaluate ColBERT using two recent passage search datasets. Results show that ColBERT’s eﬀectiveness is competitive with existing BERT-based models (and outperforms every non- BERT baseline), while executing two orders-of-magnitude faster and requiring four orders-of-magnitude fewer FLOPs per query. ACM Reference format: Omar Khatab and Matei Zaharia. 2020. ColBERT: Eﬃcient and Eﬀective Pas- sage Search via Contextualized Late Interaction over BERT. In Proceedings of Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval, Virtual Event, China, July 25–30, 2020 (SIGIR ’20), 10 pages. DOI: 10.1145/3397271.3401075 INTRODUCTION Over the past few years, the Information Retrieval (IR) community has witnessed the introduction of a host of neural ranking models, including DRMM [7], KNRM [4, 36], and Duet [20, 22]. In contrast Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for proﬁt or commercial advantage and that copies bear this notice and the full citation on the ﬁrst page. Copyrights for components of this work owned by others than the author(s) must be honored. Abstracting with credit is permited."
