retriever,question_id,chunk_size,rank,paper_id,page_start,page_end,error_type,is_relevant_paper,is_relevant_page,stored_is_relevant_paper,stored_is_relevant_page,paper_flag_matches,page_flag_matches,similarity,text
dense,Q07,200,4,p3_lost_middle,7,8,CORRECT_PAGE,True,True,True,True,True,True,0.531741,"in long input contexts, since performance degrades significantly when changing the position of relevant information. To better understand why, we perform some preliminary investigations into the role of model architecture (decoder-only vs. encoder-decoder), query-aware contextualization, and instruction fine-tuning. 4.1 Effect of Model Architecture The open models we evaluated are all decoder-only models—at each timestep, they may only attend to prior tokens. To better understand the potential effects of model architecture on how language model use context, we compare decoder-only and encoder-decoder language models. We experiment with Flan-T5-XXL (Raffel et al., 2020; Chung et al., 2022) and Flan-UL2 (Tay et al., 2023). Flan-T5-XXL is trained with a sequences of 512 tokens (encoder and decoder). Flan-UL2 is initially trained with sequences of 512 tokens (encoder and decoder), but is then pre-trained for an extra 100K steps with 1024 tokens (encoder and decoder) before instruction fine-tuning on sequences with 2048 tokens in the encoder and 512 tokens in the decoder. However, since these models use relative positional embed- dings, they can (in principle) extrapolate beyond 163 than their encoder’s training-time maximum sequence length (2048 and 512 tokens, respectively), they are relatively robust to changes in the position of relevant information within their input"
dense,Q07,200,5,p3_lost_middle,8,9,CORRECT_PAPER_WRONG_PAGE,True,False,True,False,True,True,0.516577,"answering task (Figure 9); it slightly improves performance when the relevant information is located at the very beginning of the input context, but slightly decreases performance in other settings. 4.3 Effect of Instruction Fine-Tuning The models we evaluated are all instruction fine-tuned—after their initial pre-training, they 164 query before and after the documents) does not substantially improve robustness of language mod- els to changing the position of relevant information in multi-document QA; performance slightly increases when relevant information occurs at the very beginning, but otherwise slightly decreases. undergo supervised fine-tuning on a dataset of instructions and responses. The task specifica- tion and/or instruction is commonly placed at the beginning of the input context in super- vised instruction fine-tuning data, which might lead instruction fine-tuned language models to place more weight on the start of the input context. To better understand the potential ef- fects of instruction fine-tuning on how language models use long input contexts, we compare the multi-document question answering performance of MPT-30B-Instruct against its base model (i.e., before instruction fine-tuning) MPT-30B. We use the same experimental setup as §2. Figure 10 compares the multi-document QA performance of MPT-30B and MPT-30B-Instruct as a function of the position of the"
dense,Q08,200,1,p3_lost_middle,1,1,WRONG_PAPER,False,False,False,False,True,True,0.514625,"Lost in the Middle: How Language Models Use Long Contexts Nelson F. Liu1∗ Kevin Lin2 John Hewitt1 Ashwin Paranjape3,4 Michele Bevilacqua3 Fabio Petroni3 Percy Liang1 1Stanford University, USA 2University of California, Berkeley, USA 3Samaya AI, UK 4Samaya AI, USA nfliu@cs.stanford.edu Abstract While recent language models have the abil- ity to take long contexts as input, relatively little is known about how well they use longer context. We analyze the performance of language models on two tasks that re- quire identifying relevant information in their input contexts: multi-document question an- swering and key-value retrieval. We find that performance can degrade significantly when changing the position of relevant information, indicating that current language models do not robustly make use of information in long in- put contexts. In particular, we observe that performance is often highest when relevant in- formation occurs at the beginning or end of the input context, and significantly degrades when models must access relevant information in the middle of long contexts, even for explicitly long-context models. Our analysis provides a better understanding of how language mod- els use their input context and provides new evaluation protocols for future long-context language models. Introduction Language models have become an important and"
dense,Q08,200,2,p3_lost_middle,11,11,WRONG_PAPER,False,False,False,False,True,True,0.447413,"mod- els tend to mainly use recent history. Petroni et al. (2020) were among the first to demon- strate the potential of combining context from an information retrieval system with a pretrained language models for unsupervised question an- swering. O’Connor and Andreas (2021) found that many information-destroying operations had marginal effects on Transformer LMs’ predic- tions. Krishna et al. (2022) found that long-context neural generation in modestly-sized Transformer language models degenerates because models fail to properly condition on long context. Finally, studying long-context models, Sun et al. (2021) found that longer contexts improves prediction of only a few tokens, an empirical finding con- sistent with the theory of Sharan et al. (2018), who showed that sequence distributions with bounded mutual information necessarily lead to marginal average prediction benefits from in- creasingly long context. Qin et al. (2023) analyze how efficient Transformers perform on a variety of long-context downstream NLP tasks, finding that long-context transformers are recency-biased and do not effectively use long-range context. 6.3 The Serial-Position Effect The U-shaped curve we observe in this work has a connection in psychology known as the serial- position effect (Ebbinghaus, 1913; Murdock Jr, 1962), that states that in free-association recall of elements from"
dense,Q08,200,3,p3_lost_middle,11,11,WRONG_PAPER,False,False,False,False,True,True,0.447224,"a list, humans tend to best re- member the first and last elements of the list. The serial-position effect plays a role in understand- ing how humans develop short- and long-term memory. Observing a serial-position-like effect in language models is perhaps surprising, since the self-attention mechanisms underlying Trans- former language models is technically equally capable of retrieving any token from their contexts. 7 Conclusion We empirically study how language models use long input contexts via a series of controlled experiments. We show that language model per- formance degrades significantly when changing the position of relevant information, indicating that models struggle to robustly access and use information in long input contexts. In particular, performance is often lowest when models must use information in the middle of long input con- texts. We conduct a preliminary investigation of the role of (i) model architecture, (ii) query-aware contextualization, and (iii) instruction fine-tuning to better understand how they affect how language models use context. Finally, we conclude with a practical case study of open-domain question an- swering, finding that the performance of language model readers saturates far before retriever recall. Our results and analysis provide a better under- standing of how language models use their"
dense,Q08,200,4,p6_rag_survey,16,17,WRONG_PAPER,False,False,False,False,True,True,0.436257,"Long-tail and Real-time Knowledge: While a key motivation of RAG is to harness real-time and long-tail knowledge, few studies have explored the pipeline for knowledge updating and expansion. Many existing works use merely the generators’ training data as retrieval sources, neglecting the dynamic and flexible information that retrieval could offer. As a consequence, there is a growing research on designing RAG systems with continuously updated knowledge and flexible sources. We also expect RAG to step further, adapting to personalized information in today’s web service. 6) Combined with Other Techniques: RAG is orthogonal to other techniques that also aim to improve AIGC effec- tiveness, such as fine-tuning, reinforcement learning, chain- of-thought, and agent-based generation. The combining of these methods [352] is still in its early stages, calling for further research to fully exploit their potential through novel algorithm designs. It is worthy to note that a recent notion appears “long-context models like Gemini 1.5 will replace RAG”. Nevertheless, this assertion overlooks RAG’s flexibility in managing dynamic information, encompassing both up-to- date and long-tail knowledge [353]. We expect RAG to benefit from long context generation, rather than being replaced by it. VII. CONCLUSION In this paper, we conducted a thorough and comprehensive"
dense,Q08,200,5,p3_lost_middle,1,1,WRONG_PAPER,False,False,False,False,True,True,0.433265,"flexible building block in a variety of user-facing language technologies, including conversational interfaces, search and summarization, and collab- orative writing (Shuster et al., 2022; Thoppilan et al., 2022; Lee et al., 2022, inter alia). These models perform downstream tasks primarily via prompting: all relevant task specification and data to process is formatted as a textual input context, and the model returns a generated text comple- tion. These input contexts can contain thousands of tokens, especially when language models are ∗Work partially completed as an intern at Samaya AI. used to process long documents (legal or scien- tific documents, conversation histories, etc.) or when language models are augmented with exter- nal information (relevant documents from a search engine, database query results, etc.; Petroni et al., 2020; Ram et al., 2023; Shi et al., 2023; Mallen et al., 2023; Schick et al., 2023, inter alia). Handling these use-cases requires language models to successfully operate over long se- quences. Existing language models are generally implemented with Transformers (Vaswani et al., 2017), which require memory and compute that increases quadratically in sequence length. As a result, Transformer language models were of- ten trained with relatively small context windows (between 512 and 2048 tokens). Recent"
dense,Q09,200,1,p5_rag_eval,1,1,CORRECT_PAPER_WRONG_PAGE,True,False,True,False,True,True,0.624536,"Evaluation of Retrieval-Augmented Generation: A Survey Hao Yu1,2, Aoran Gan3, Kai Zhang3, Shiwei Tong1†, Qi Liu3, and Zhaofeng Liu1 1 Tencent Company 2 McGill University 3 State Key Laboratory of Cognitive Intelligence, University of Science and Technology of China hao.yu2@mail.mcgill.ca gar@mail.ustc.edu.cn {shiweitong†,zhaofengliu}@tencent.com {kkzhang08,qiliuql}@ustc.edu.cn Abstract. Retrieval-Augmented Generation (RAG) has recently gained traction in natural language processing. Numerous studies and real-world applications are leveraging its ability to enhance generative models through external informa- tion retrieval. Evaluating these RAG systems, however, poses unique challenges due to their hybrid structure and reliance on dynamic knowledge sources. To better understand these challenges, we conduct A Unified Evaluation Process of RAG (Auepora) and aim to provide a comprehensive overview of the evaluation and benchmarks of RAG systems. Specifically, we examine and compare several quantifiable metrics of the Retrieval and Generation components, such as rele- vance, accuracy, and faithfulness, within the current RAG benchmarks, encom- passing the possible output and ground truth pairs. We then analyze the various datasets and metrics, discuss the limitations of current benchmarks, and suggest potential directions to advance the field of RAG benchmarks. Introduction Retrieval-Augmented Generation (RAG) [34] efficiently enhances the performance of generative language models through integrating information retrieval techniques. It"
dense,Q09,200,2,p6_rag_survey,16,16,CORRECT_PAGE,True,True,True,True,True,True,0.597526,"accuracy seems intuitive for RAG effectiveness, recent research surprisingly finds that noisy retrieval results might enhance generation quality [344]. A possible expla- nation is that diverse retrieval outcomes could contribute to prompt construction [345]. Thus, the impact of retrieval noise remains unclear, leading to confusion about metric selection and retriever-generator interaction in practical uses. 2) Extra Overhead: While retrieval can reduce generation costs in certain cases [30]–[32], it incurs non-negligible over- head in most cases. In other words, the retrieval and interaction processes increase latency inevitably. This is amplified when RAG is combined with complex enhancement methods, such as recursive retrieval [346] and iterative RAG [186]. Further- more, as the scale of retrieval sources expands, the storage and access complexity will also increase [347]. Such overhead hampers the practicality of RAG in real-time services that are sensitive to latency. 3) The Gap between Retrievers and Generators: Since the objectives of retrievers and generators may not align, and their latent spaces might differ, designing their interaction requires meticulous design and optimization. Current approaches either disentangle retrieval and generation or integrate them at an intermediate stage. While the former is more modular, the latter could benefit from joint training but hamper generality."
dense,Q09,200,3,p6_rag_survey,1,1,CORRECT_PAPER_WRONG_PAGE,True,False,True,False,True,True,0.596859,"Retrieval-Augmented Generation for AI-Generated Content: A Survey Penghao Zhao∗, Hailin Zhang∗, Qinhan Yu, Zhengren Wang, Yunteng Geng, Fangcheng Fu†, Ling Yang, Wentao Zhang†, Jie Jiang, Bin Cui† Abstract—Advancements in model algorithms, the growth of foundational models, and access to high-quality datasets have propelled the evolution of Artificial Intelligence Generated Con- tent (AIGC). Despite its notable successes, AIGC still faces hurdles such as updating knowledge, handling long-tail data, mitigating data leakage, and managing high training and infer- ence costs. Retrieval-Augmented Generation (RAG) has recently emerged as a paradigm to address such challenges. In partic- ular, RAG introduces the information retrieval process, which enhances the generation process by retrieving relevant objects from available data stores, leading to higher accuracy and better robustness. In this paper, we comprehensively review existing efforts that integrate RAG techniques into AIGC scenarios. We first classify RAG foundations according to how the retriever augments the generator, distilling the fundamental abstrac- tions of the augmentation methodologies for various retrievers and generators. This unified perspective encompasses all RAG scenarios, illuminating advancements and pivotal technologies that help with potential future progress. We also summarize additional enhancements methods for RAG, facilitating effective engineering and implementation of RAG systems. Then from another view,"
dense,Q09,200,4,p6_rag_survey,16,16,CORRECT_PAGE,True,True,True,True,True,True,0.574091,"Selecting a cost-effective interaction method to bridge the gap poses a challenge and necessities deliberation in practice. 4) Increased System Complexity: The introduction of retrieval unavoidably increases the system complexity and the number of hyper-parameters to tune. For instance, a recent study found that using top-k rather than a single retrieval improves attribution but harms fluency in query-based RAG [348], while other aspects such as metric selection are still under explored. Thus, it requires more expertise to tune the generation service when RAG is involved. 5) Lengthy Context: One of the primary shortcomings of RAG, in particular the query-based RAG, is that it lengthens the context tremendously, making it infeasible for generators with limited context length. In addition, the lengthened context also slows down the generation process generally. The research advancements in prompt compression [169] and long-context support [349] have partially mitigated these challenges, albeit with a slight trade-off in accuracy or costs. B. Potential Future Directions Lastly, we wish to outline several potential directions for future RAG research and applications. 1) Novel Design of Augmentation Methodologies: Exist- ing research has explored various interaction patterns between retrievers and generators. However, due to distinct objectives in these two components, the practical"
dense,Q09,200,5,p5_rag_eval,4,5,CORRECT_PAGE,True,True,True,True,True,True,0.571088,"for introducing and comparing the RAG benchmarks. Evaluation of Retrieval-Augmented Generation: A Survey Fig. 2: The Target modular of the Auepora. 3.1 Evaluation Target (What to Evaluate?) The combination of EOs and GTs in the RAG system can generate all possible targets, which is the fundamental concept of the Auepora (as shown in Figure 1). Once iden- tified, these targets can be defined based on a specific pair of EOs or EO with GT, as illustrated in Figure 2, and used to analyze all aspects of current RAG benchmarks. Retrieval The EOs are the relevant documents for evaluating the retrieval component depending on the query. Then we can construct two pairwise relationships for the re- trieval component, which are Relevant Documents ↔Query, Relevant Documents ↔ Documents Candidates. - Relevance (Relevant Documents ↔Query) evaluates how well the retrieved docu- ments match the information needed expressed in the query. It measures the preci- sion and specificity of the retrieval process. - Accuracy (Relevant Documents ↔Documents Candidates) assesses how accurate the retrieved documents are in comparison to a set of candidate documents. It is a measure of the system’s ability to identify and score relevant documents higher than less relevant or irrelevant ones."
dense,Q10,200,1,p5_rag_eval,3,3,CORRECT_PAPER_WRONG_PAGE,True,False,True,False,True,True,0.715806,"For this paper, we contribute in the following aspects: 1. Challenge of Evaluation: This is the first work that summarizes and classifies the challenges in evaluating RAG systems through the structure of RAG systems, including three parts retrieval, generation, and the whole system. 2. Analysis Framework: In light of the challenges posed by RAG systems, we intro- duce an analytical framework, referred to as A Unified Evaluation Process of RAG (Auepora), which aims to elucidate the unique complexities inherent to RAG sys- tems and guide for readers to comprehend the effectiveness of RAG benchmarks across various dimensions 3. RAG Benchmark Analysis: With the help of Auepora, we comprehensively an- alyze existing RAG benchmarks, highlighting their strengths and limitations and proposing recommendations for future developments in RAG system evaluation. 2 Challenges in Evaluating RAG Systems Evaluating hybrid RAG systems entails evaluating retrieval, generation and the RAG system as a whole. These evaluations are multifaceted, requiring careful consideration and analysis. Each of them encompasses specific difficulties that complicate the devel- opment of a comprehensive evaluation framework and benchmarks for RAG systems. Retrieval The retrieval component is critical for fetching relevant information that in- forms the generation process. One primary challenge is the"
dense,Q10,200,2,p5_rag_eval,9,10,CORRECT_PAGE,True,True,True,True,True,True,0.668612,"multifaceted evaluation. While the [17] also emphasizes that this ranking-based evaluation methodology is not unsuitable for the RAG system, and should have more RAG-specific retrieval evaluation metrics. These metrics not only capture the precision and recall of retrieval systems but also ac- count for the diversity and relevance of retrieved documents, aligning with the complex and dynamic nature of information needs in RAG systems. The introduction of LLMs as evaluative judges, as seen in [14], further underscores the adaptability and versatility of retrieval evaluation, offering a comprehensive and context-aware approach to assess- ing retrieval quality. Non-Rank Based Metrics often assess binary outcomes—whether an item is relevant or not—without considering the position of the item in a ranked list. Notice, that the following formula is just one format of these metrics, the definition of each metric may vary by the different evaluating tasks. - Accuracy is the proportion of true results (both true positives and true negatives) among the total number of cases examined. - Precision is the fraction of relevant instances among the retrieved instances, Precision = TP TP + FP where TP represents true positives and FP represents false positives. Hao Yu, Aoran Gan, Kai Zhang, Shiwei Tong†, Qi"
dense,Q10,200,3,p5_rag_eval,13,14,CORRECT_PAPER_WRONG_PAGE,True,False,True,False,True,True,0.641682,"datasets and measures. Our analysis emphasizes the need for targeted benchmarks that reflect the dynamic interplay between retrieval accuracy and generative quality and practical considerations for real-world applications. By identify- ing gaps in current methodologies and suggesting future research directions, we aim to contribute to more effective, and user-aligned benchmarks of RAG systems. Hao Yu, Aoran Gan, Kai Zhang, Shiwei Tong†, Qi Liu, and Zhaofeng Liu"
dense,Q10,200,4,p5_rag_eval,4,4,CORRECT_PAPER_WRONG_PAGE,True,False,True,False,True,True,0.629030,"in the realm of metrics, encompassing generative evaluation criteria for distinct downstream tasks, human preferences, and practical considerations within the RAG system. Most prior benchmarks predominantly tackle one or several aspects of the RAG assessment but lack a comprehensive, holistic analysis. 3 A Unified Evaluation Process of RAG (Auepora) To facilitate a deeper understanding of RAG benchmarks, we introduce A Unified Eval- uation Process of RAG (Auepora), which focuses on three key questions of benchmarks: What to Evaluate? How to Evaluate? How to Measure? which correlated to Target, Dataset, and Metric respectively. We aim to provide a clear and accessible way for readers to comprehend the complexities and nuances of RAG benchmarking. The Target module is intended to determine the evaluation direction. The Dataset module facilitates the comparison of various data constructions in RAG benchmarks. The final module, Metrics, introduces the metrics that correspond to specific targets and datasets used during evaluation. Overall, it is designed to provide a systematic method- ology for assessing the effectiveness of RAG systems across various aspects by covering all possible pairs at the beginning between the “Evaluable Outputs” (EOs) and “Ground Truths” (GTs). In the following section, we will explain thoroughly Aueporaand utilize it"
dense,Q10,200,5,p5_rag_eval,7,7,CORRECT_PAPER_WRONG_PAGE,True,False,True,False,True,True,0.603728,"diversity and an additional requirement in our proposed evaluation frame- work, which will be introduced subsequently. The remaining standard, Clarity, is also classified as an additional requirement in our proposed framework. The other tools and benchmarks are processed similarly. Tools and benchmarks offer varying degrees of flexibility in evaluating datasets for RAG systems. Tools, which specify only evaluation targets, provide a versatile frame- work capable of constructing complete RAG applications and evaluation pipelines, as seen in works like [54,32,33]. Benchmarks, on the other hand, focus on different as- pects of RAG evaluation with specific emphasis on either retrieval outputs or genera- tion targets. For instance, RAGAs [14] and ARES [49] assess the relevance of retrieval documents, while RGB and MultiHop-RAG [6,52] prioritize accuracy, necessitating comparison with GTs. The [66] focuses on the Hallucination, which is a combination of faithfulness and correctness. All benchmarks consider generation targets due to their critical role in RAG systems, though their focus areas vary. Additional Requirement In addition to evaluating the two primary components out- lined, a portion of the works also addressed some additional requirements of RAG (Black and Italics targets in Table 2). The requirements are as follows: - Latency [20,32] measures how"
dense,Q11,200,1,p5_rag_eval,1,1,WRONG_PAPER,False,False,False,False,True,True,0.657759,"Evaluation of Retrieval-Augmented Generation: A Survey Hao Yu1,2, Aoran Gan3, Kai Zhang3, Shiwei Tong1†, Qi Liu3, and Zhaofeng Liu1 1 Tencent Company 2 McGill University 3 State Key Laboratory of Cognitive Intelligence, University of Science and Technology of China hao.yu2@mail.mcgill.ca gar@mail.ustc.edu.cn {shiweitong†,zhaofengliu}@tencent.com {kkzhang08,qiliuql}@ustc.edu.cn Abstract. Retrieval-Augmented Generation (RAG) has recently gained traction in natural language processing. Numerous studies and real-world applications are leveraging its ability to enhance generative models through external informa- tion retrieval. Evaluating these RAG systems, however, poses unique challenges due to their hybrid structure and reliance on dynamic knowledge sources. To better understand these challenges, we conduct A Unified Evaluation Process of RAG (Auepora) and aim to provide a comprehensive overview of the evaluation and benchmarks of RAG systems. Specifically, we examine and compare several quantifiable metrics of the Retrieval and Generation components, such as rele- vance, accuracy, and faithfulness, within the current RAG benchmarks, encom- passing the possible output and ground truth pairs. We then analyze the various datasets and metrics, discuss the limitations of current benchmarks, and suggest potential directions to advance the field of RAG benchmarks. Introduction Retrieval-Augmented Generation (RAG) [34] efficiently enhances the performance of generative language models through integrating information retrieval techniques. It"
dense,Q11,200,2,p6_rag_survey,1,1,CORRECT_PAGE,True,True,True,True,True,True,0.650818,"Retrieval-Augmented Generation for AI-Generated Content: A Survey Penghao Zhao∗, Hailin Zhang∗, Qinhan Yu, Zhengren Wang, Yunteng Geng, Fangcheng Fu†, Ling Yang, Wentao Zhang†, Jie Jiang, Bin Cui† Abstract—Advancements in model algorithms, the growth of foundational models, and access to high-quality datasets have propelled the evolution of Artificial Intelligence Generated Con- tent (AIGC). Despite its notable successes, AIGC still faces hurdles such as updating knowledge, handling long-tail data, mitigating data leakage, and managing high training and infer- ence costs. Retrieval-Augmented Generation (RAG) has recently emerged as a paradigm to address such challenges. In partic- ular, RAG introduces the information retrieval process, which enhances the generation process by retrieving relevant objects from available data stores, leading to higher accuracy and better robustness. In this paper, we comprehensively review existing efforts that integrate RAG techniques into AIGC scenarios. We first classify RAG foundations according to how the retriever augments the generator, distilling the fundamental abstrac- tions of the augmentation methodologies for various retrievers and generators. This unified perspective encompasses all RAG scenarios, illuminating advancements and pivotal technologies that help with potential future progress. We also summarize additional enhancements methods for RAG, facilitating effective engineering and implementation of RAG systems. Then from another view,"
dense,Q11,200,3,p6_rag_survey,16,16,CORRECT_PAPER_WRONG_PAGE,True,False,True,False,True,True,0.638656,"accuracy seems intuitive for RAG effectiveness, recent research surprisingly finds that noisy retrieval results might enhance generation quality [344]. A possible expla- nation is that diverse retrieval outcomes could contribute to prompt construction [345]. Thus, the impact of retrieval noise remains unclear, leading to confusion about metric selection and retriever-generator interaction in practical uses. 2) Extra Overhead: While retrieval can reduce generation costs in certain cases [30]–[32], it incurs non-negligible over- head in most cases. In other words, the retrieval and interaction processes increase latency inevitably. This is amplified when RAG is combined with complex enhancement methods, such as recursive retrieval [346] and iterative RAG [186]. Further- more, as the scale of retrieval sources expands, the storage and access complexity will also increase [347]. Such overhead hampers the practicality of RAG in real-time services that are sensitive to latency. 3) The Gap between Retrievers and Generators: Since the objectives of retrievers and generators may not align, and their latent spaces might differ, designing their interaction requires meticulous design and optimization. Current approaches either disentangle retrieval and generation or integrate them at an intermediate stage. While the former is more modular, the latter could benefit from joint training but hamper generality."
dense,Q11,200,4,p6_rag_survey,16,16,CORRECT_PAPER_WRONG_PAGE,True,False,True,False,True,True,0.608370,"Selecting a cost-effective interaction method to bridge the gap poses a challenge and necessities deliberation in practice. 4) Increased System Complexity: The introduction of retrieval unavoidably increases the system complexity and the number of hyper-parameters to tune. For instance, a recent study found that using top-k rather than a single retrieval improves attribution but harms fluency in query-based RAG [348], while other aspects such as metric selection are still under explored. Thus, it requires more expertise to tune the generation service when RAG is involved. 5) Lengthy Context: One of the primary shortcomings of RAG, in particular the query-based RAG, is that it lengthens the context tremendously, making it infeasible for generators with limited context length. In addition, the lengthened context also slows down the generation process generally. The research advancements in prompt compression [169] and long-context support [349] have partially mitigated these challenges, albeit with a slight trade-off in accuracy or costs. B. Potential Future Directions Lastly, we wish to outline several potential directions for future RAG research and applications. 1) Novel Design of Augmentation Methodologies: Exist- ing research has explored various interaction patterns between retrievers and generators. However, due to distinct objectives in these two components, the practical"
dense,Q11,200,5,p1_rag,9,9,WRONG_PAPER,False,False,False,False,True,True,0.605073,"[18, 22] and Semantic Parsing [21]. Our approach does have several differences, including less of emphasis on lightly editing a retrieved item, but on aggregating content from several pieces of retrieved content, as well as learning latent retrieval, and retrieving evidence documents rather than related training pairs. This said, RAG techniques may work well in these settings, and could represent promising future work. 6 Discussion In this work, we presented hybrid generation models with access to parametric and non-parametric memory. We showed that our RAG models obtain state of the art results on open-domain QA. We found that people prefer RAG’s generation over purely parametric BART, ﬁnding RAG more factual and speciﬁc. We conducted an thorough investigation of the learned retrieval component, validating its effectiveness, and we illustrated how the retrieval index can be hot-swapped to update the model without requiring any retraining. In future work, it may be fruitful to investigate if the two components can be jointly pre-trained from scratch, either with a denoising objective similar to BART or some another objective. Our work opens up new research directions on how parametric and non-parametric memories interact and how to most effectively combine them, showing promise in being applied"
dense,Q12,200,1,p7_realm,7,8,CORRECT_PAPER_WRONG_PAGE,True,False,True,False,True,True,0.750224,"smaller. It is also important to note that T5 accesses additional reading comprehension data from SQuAD during its pre-training (100,000+ examples). Access to such data could also beneﬁt REALM, but was not used in our experiments. Among all systems, the most direct comparison with REALM is ORQA (Lee et al., 2019), where the ﬁne-tuning setup, hyperparameters and training data are identical. The improvement of REALM over ORQA is purely due to bet- ter pre-training methods. The results also indicate that our method of pre-training can be applied both on (1) the single- corpus setting (X = Wikipedia, Z = Wikipedia), or (2) the separate-corpus setting (X = CC-News, Z = Wikipedia). Compared to other retrieval-based systems (Asai et al., 2019; Min et al., 2019a;b) which often retrieve from 20 to 80 documents, our system gets the overall best performance while only retrieving 5 documents. 4.5. Analysis In Table 2 we present results for NaturalQuestions-Open after ablating critical components of REALM. In addition to the end-to-end results, we also report how often the gold answer appears in the top-5 retrievals before applying any ﬁne-tuning. The latter metric more signiﬁcantly isolates the contribution of improving the retriever during pre-training. REALM: Retrieval-Augmented Language"
dense,Q12,200,2,p7_realm,1,2,CORRECT_PAGE,True,True,True,True,True,True,0.737849,"space is limited by the size of the network—to cap- ture more world knowledge, one must train ever-larger net- works, which can be prohibitively slow or expensive. To capture knowledge in a more interpretable and modular way, we propose a novel framework, Retrieval-Augmented Language Model (REALM) pre-training, which augments language model pre-training algorithms with a learned tex- tual knowledge retriever. In contrast to models that store knowledge in their parameters, this approach explicitly ex- poses the role of world knowledge by asking the model to REALM: Retrieval-Augmented Language Model Pre-Training decide what knowledge to retrieve and use during inference. Before making each prediction, the language model uses the retriever to retrieve documents1 from a large corpus such as Wikipedia, and then attends over those documents to help inform its prediction. Learning this model end-to- end requires backpropagating through a retrieval step that considers an entire corpus of textual knowledge, as shown in Figure 1. The key intuition of REALM is to train the retriever us- ing a performance-based signal from unsupervised text: a retrieval that improves the language model’s perplex- ity is helpful and should be rewarded, while an un- informative retrieval should be penalized. For exam- ple, in Figure"
dense,Q12,200,3,p7_realm,1,1,CORRECT_PAGE,True,True,True,True,True,True,0.711196,"accuracy), while also providing qualitative bene- ﬁts such as interpretability and modularity. 1. Introduction Recent advances in language model pre-training have shown that models such as BERT (Devlin et al., 2018), RoBERTa (Liu et al., 2019) and T5 (Raffel et al., 2019) store a surprising amount of world knowledge, ac- quired from the massive text corpora they are trained on (Petroni et al., 2019). For example, BERT is able to *Equal contribution 1Google Research. Correspondence to: Kelvin Guu <kguu@google.com>, Kenton Lee <ken- tonl@google.com>, Zora Tung <gatoatigrado@google.com>, Panupong Pasupat <ppasupat@google.com>, Ming-Wei Chang <mingweichang@google.com>. REALM augments language model pre-training with a neural knowledge retriever that retrieves knowledge from a textual knowledge corpus, Z (e.g., all of Wikipedia). Signal from the language modeling objective backpropagates all the way through the retriever, which must consider millions of documents in Z—a signiﬁcant computational challenge that we address. correctly predict the missing word in the following sen- tence: “The is the currency of the United Kingdom” (answer: “pound”). In these language models, the learned world knowledge is stored implicitly in the parameters of the underlying neural network. This makes it difﬁcult to determine what knowl- edge is stored in the network and where. Furthermore, stor- age"
dense,Q12,200,4,p7_realm,9,9,CORRECT_PAPER_WRONG_PAGE,True,False,True,False,True,True,0.655405,"ments between target and source tokens. Analogously, REALM also generates text with latent selection of relevant documents. A by-product of our method is that we offer a set of model-centric unsupervised alignments between text in the pre-training corpus X and knowledge corpus Z. 6. Future Work The work presented here is the minimal instantiation of a family of REALM-like approaches where a representation is pre-trained to perform reasoning over a large corpus of knowledge on-the-ﬂy during inference. We are particularly optimistic about generalizations of this work to (1) struc- tured knowledge, which would result in a generalization of Peters et al. (2019) where we would also learn the decision of which entities are informative, (2) the multi-lingual set- ting, e.g., retrieving knowledge in a high-resource language to better represent text in a low-resource language, and (3) the multi-modal setting, e.g., retrieving images or videos that can provide knowledge rarely observed in text."
dense,Q12,200,5,p7_realm,8,8,CORRECT_PAPER_WRONG_PAGE,True,False,True,False,True,True,0.640702,"Model Pre-Training Table 3. An example where REALM utilizes retrieved documents to better predict masked tokens. It assigns much higher probability (0.129) to the correct term, “Fermat”, compared to BERT. (Note that the blank corresponds to 3 BERT wordpieces.) x: An equilateral triangle is easily constructed using a straightedge and compass, because 3 is a prime. (a) BERT p(y = “Fermat” | x) = 1.1 × 10−14 (No retrieval.) (b) REALM p(y = “Fermat” | x, z) = 1.0 (Conditional probability with document z =“257 is . . . a Fermat prime. Thus a regular polygon with 257 sides is constructible with compass . . . ”) (c) REALM p(y = “Fermat” | x) = 0.129 Encoder or Retriever We ﬁrst aim to determine whether REALM pre-training improves the retriever or the encoder, or both. To do so, we can reset the parameters of either the retriever or the encoder to their baseline state before REALM pre-training, and feed that into ﬁne-tuning. Reset- ting both the retriever and encoder reduces the system to our main baseline, ORQA. We ﬁnd that both the encoder and retriever beneﬁt from REALM training separately, but the best result requires both components acting in unison."
